Reward,Throughput,Latancy,PRBs,Each_time,Totel_time
-5.6904272,327.48504,896.5277600000001,25.579,0.03912782669067383,52.08893799781799
-5.761885000000001,327.4856,903.6741000000001,25.53,0.03881645202636719,52.13613247871399
-5.762003800000002,327.48744,903.6878200000001,25.525999999999996,0.03846240043640137,52.18296480178833
-5.762003800000002,327.48744,903.6878200000001,25.525999999999996,0.03949117660522461,52.23057794570923
-5.8355909000000015,328.96696,912.52605,25.668000000000003,0.03921699523925781,52.2786762714386
-5.8355909000000015,328.96696,912.52605,25.668000000000003,0.03898358345031738,52.32619857788086
-5.869512199999999,328.99504,915.9462599999999,25.665999999999997,0.039392948150634766,52.373881101608276
-5.869512199999999,328.99504,915.9462599999999,25.665999999999997,0.03906965255737305,52.42141628265381
-5.895286500000001,328.54031999999995,918.0689699999999,25.676000000000002,0.03887581825256348,52.46879053115845
-5.8952865,328.54032,918.06897,25.676000000000002,0.04046297073364258,52.517879486083984
-5.9049151,327.28368,917.77519,25.479,0.040059804916381836,52.56789541244507
-5.9050243999999985,327.28408,917.78652,25.477000000000004,0.03975486755371094,52.616178035736084
-5.9245319,325.97968000000003,918.43287,25.225,0.039170265197753906,52.66320204734802
-5.942641799999999,324.64984000000004,918.9140199999999,25.098999999999997,0.038984060287475586,52.70974659919739
-5.918338700000001,327.81672000000003,919.6505900000001,25.125,0.03901529312133789,52.75751042366028
-5.958227100000001,325.31112,921.1338300000001,24.894,0.042719125747680664,52.809977531433105
-5.960004700000001,323.28607999999997,919.28655,25.144,0.039041757583618164,52.858397006988525
-5.856263,332.53864,918.16494,26.015,0.039218902587890625,52.90632176399231
-5.8230512,333.59928,915.9043999999999,26.101999999999997,0.039142608642578125,52.95436763763428
-5.8676708,328.30328,915.0703599999999,25.601,0.039220571517944336,53.00256705284119
-5.8754550000000005,328.14104,915.68654,25.596,0.03983044624328613,53.051860332489014
-5.8770056,328.02072,915.72128,25.581999999999997,0.03895854949951172,53.09886336326599
-5.7914428000000004,330.63856,909.7828400000001,25.816,0.04013228416442871,53.14808750152588
-5.809637500000001,328.88416,909.84791,25.654,0.041014671325683594,53.19757342338562
-5.9467608,321.0584,915.73448,24.982,0.039815664291381836,53.246772050857544
-5.9113525,324.56824,915.7034899999999,25.316,0.07953953742980957,53.334550857543945
-6.0036933,321.29984,921.66917,24.955,0.040065765380859375,53.38320875167847
-6.003861500000001,321.30064,921.68679,24.953,0.040201663970947266,53.43183135986328
-6.0298402000000015,325.1516,928.13562,25.357999999999997,0.03943157196044922,53.48047113418579
-6.0298402000000015,325.1516,928.13562,25.357999999999997,0.039785146713256836,53.52955341339111
-6.1416831,320.54384,934.7121500000001,24.971,0.03920483589172363,53.57819318771362
-6.1416831,320.54384,934.7121500000001,24.971,0.04020857810974121,53.626465797424316
-6.0797494,329.878,937.85294,26.206,0.041548728942871094,53.67591714859009
-6.0797494,329.878,937.85294,26.206,0.04026627540588379,53.72523045539856
-5.958148800000002,334.57472,930.3896000000001,26.631999999999998,0.04087233543395996,53.77561283111572
-5.958148800000002,334.57472,930.3896000000001,26.631999999999998,0.04111218452453613,53.82573056221008
-5.8966695,334.12807999999995,923.79503,26.579,0.0406038761138916,53.87475943565369
-5.8966695,334.12807999999995,923.79503,26.579,0.040633440017700195,53.924070835113525
-5.816898999999999,334.27976,915.96966,26.597,0.039597272872924805,53.97195768356323
-5.816898999999999,334.27976,915.96966,26.597,0.04035186767578125,54.02087903022766
-5.7224512999999995,340.53728,912.78241,26.963,0.04084300994873047,54.071364879608154
-5.723775399999999,340.41776,912.7953,26.951999999999998,0.040033578872680664,54.12009263038635
-5.474582300000002,356.97335999999996,904.43159,27.681,0.03995943069458008,54.16934823989868
-5.475808400000002,356.85223999999994,904.43308,27.671999999999997,0.04212498664855957,54.21987438201904
